"AOSNUMBER","City","County","State","Agency","Type of LEA","Summary","Type of Juris","Technology","Vendor","Link 1","Link 1 Snapshot","Link 1 Source","Link 1 Type","Link 1 Date","Link 2","Link 2 Snapshot","Link 2 Source","Link 2 Type","Link 2 Date","Link 3","Link 3 Snapshot","Link 3 Source","Link 3 Type","Link 3 Date","Other Links"
"AOS4091","Milpitas","Santa Clara County","CA","Milpitas Police Department","Police","The Milpitas Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2019 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","10/18/19","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4116","Visalia","Tulare County","CA","Visalia Police Department","Police","The Visalia Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2019 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","10/25/19","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4119","Selma","Fresno County","CA","Selma Police Department","Police","The Selma Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2019 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","10/25/19","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4123","Manhattan Beach","Los Angeles County","CA","Manhattan Beach Police Department","Police","The Manhattan Beach Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2019 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","10/28/19","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4136","San Bernardino","San Bernardino County","CA","San Bernardino County Sheriff's Department","Sheriff","The San Bernardino County Sheriff's Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2019 to gain special access to the company's Neighbors app.","County","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","11/5/2019","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4145","Novato","Marin County","CA","Novato Police Department","Police","The Novato Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2019 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","11/11/2019","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4146","Chico","Butte County","CA","Chico Police Department","Police","The Chico Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2019 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","11/11/2019","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4147","Walnut Creek","Contra Costa County","CA","Walnut Creek Police Department","Police","The Walnut Creek Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2019 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","11/11/2019","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4170","Orange","Orange County","CA","Orange Police Department","Police","The Orange Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2019 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","11/14/2019","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4172","Torrance","Los Angeles County","CA","Torrance Police Department","Police","The Torrance Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2019 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","11/15/2019","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4175","Hanford","Kings County","CA","Hanford Police Department","Police","The Hanford Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2019 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","11/15/2019","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4181","San Jose","Santa Clara County","CA","San Jose Police Department","Police","The San Jose Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2019 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","11/18/2019","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4194","Burbank","Los Angeles County","CA","Burbank Police Department","Police","The Burbank Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2019 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","11/20/2019","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4195","Union City","Alameda County","CA","Union City Police Department","Police","The Union City Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2019 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","11/20/2019","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4204","Fontana","San Bernardino County","CA","Fontana Police Department","Police","The Fontana Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2019 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","11/22/2019","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4225","Hemet","Riverside County","CA","Hemet Police Department","Police","The Hemet Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2019 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","12/2/2019","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4228","San Rafael","Marin County","CA","Marin County Sheriff's Office","Sheriff","The Marin County Sheriff's Office signed an agreement with Amazon's home surveillance equipment company, Ring, in 2019 to gain special access to the company's Neighbors app.","County","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","12/3/2019","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4230","Anaheim","Orange County","CA","Anaheim Police Department","Police","The Anaheim Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2019 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","12/5/2019","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4236","Chino","San Bernardino County","CA","Chino Police Department","Police","The Chino Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2019 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","12/5/2019","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4257","Turlock","Stanislaus County","CA","Turlock Police Department","Police","The Turlock Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2019 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","12/11/2019","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4260","Brea","Orange County","CA","Brea Police Department","Police","The Brea Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2019 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","12/11/2019","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4279","Grass Valley","Nevada County","CA","Grass Valley Police Department","Police","The Grass Valley Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2019 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","12/17/2019","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4300","West Covina","Los Angeles County","CA","West Covina Police Department","Police","The West Covina Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2019 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","12/26/2019","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4308","Redlands","San Bernardino County","CA","Redlands Police Department","Police","The Redlands Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","1/2/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4313","Reedley","Fresno County","CA","Reedley Police Department","Police","The Reedley Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","1/6/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4347","Visalia","Tulare County","CA","Tulare County Sheriff's Office","Sheriff","The Tulare County Sheriff's Office signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","County","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","1/13/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4349","Morro Bay","San Luis Obispo County","CA","Morro Bay Police Department","Police","The Morro Bay Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","1/14/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4377","South San Francisco","San Mateo County","CA","South San Francisco Police Department","Police","The South San Francisco Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","1/21/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4393","Beaumont","Riverside County","CA","Beaumont Police Department","Police","The Beaumont Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","1/24/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4400","Exeter","Tulare County","CA","Exeter Police Department","Police","The Exeter Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","1/27/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4413","Palm Springs","Riverside County","CA","Palm Springs Police Department","Police","The Palm Springs Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","1/28/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4435","Oakdale","Stanislaus County","CA","Oakdale Police Department","Police","The Oakdale Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","2/3/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4447","San Luis Obispo","San Luis Obispo County","CA","San Luis Obispo Police Department","Police","The San Luis Obispo Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","2/5/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4484","Irvine","Orange County","CA","Irvine Police Department","Police","The Irvine Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","2/11/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4493","Upland","San Bernardino County","CA","Upland Police Department","Police","The Upland Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","2/13/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4517","Laguna Beach","Orange County","CA","Laguna Beach Police Department","Police","The Laguna Beach Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","2/18/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4527","Redwood City","San Mateo County","CA","San Mateo County Sheriff's Office","Sheriff","The San Mateo County Sheriff's Office signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","County","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","2/19/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4537","Vallejo","Solano County","CA","Vallejo Police Department","Police","The Vallejo Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","2/20/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4538","Huntington Beach","Orange County","CA","Huntington Beach Police Department","Police","The Huntington Beach Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","2/20/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4555","El Segundo","Los Angeles County","CA","El Segundo Police Department","Police","The El Segundo Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","2/25/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4576","Citrus Heights","Sacramento County","CA","Citrus Heights Police Department","Police","The Citrus Heights Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","3/2/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4591","Folsom","Sacramento County","CA","Folsom Police Department","Police","The Folsom Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","3/4/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4610","Fullerton","Orange County","CA","Fullerton Police Department","Police","The Fullerton Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","3/10/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4611","Los Angeles","Los Angeles County","CA","Los Angeles County Sheriff's Department","Sheriff","The Los Angeles County Sheriff's Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","County","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","3/11/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","https://www.documentcloud.org/documents/6374431-LA-County-Aug-28-Report-from-CEO-to-Board-about.html","","Shreyas Gandlur","","8/28/19",""
"AOS4615","Escondido","San Diego County","CA","Escondido Police Department","Police","The Escondido Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","3/11/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4618","Hermosa Beach","Los Angeles County","CA","Hermosa Beach Police Department","Police","The Hermosa Beach Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","3/12/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4630","Monrovia","Los Angeles County","CA","Monrovia Police Department","Police","The Monrovia Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","3/23/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4634","Dublin","Alameda County","CA","Dublin Police Department","Police","The Dublin Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","3/24/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4644","Rialto","San Bernardino County","CA","Rialto Police Department","Police","The Rialto Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","3/26/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4700","Auburn","Placer County","CA","Auburn Police Department","Police","The Auburn Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","4/13/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4708","Buena Park","Orange County","CA","Buena Park Police Department","Police","The Buena Park Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","4/14/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4723","Merced","Merced County","CA","Merced County Sheriff's Office","Sheriff","The Merced County Sheriff's Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","County","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","4/17/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
